0.001,100,0.10439167962663132,0.01202818799377763,0.008678100009768135
0.005,100,0.4322572670802501,0.045733199708020464,0.029834113231822487
0.01,100,0.6951206934840981,0.06860855418113966,0.038780039563814
0.05,100,1.089969183119605,0.11200686865659007,0.01799780435581842
0.1,100,1.0964316878594287,0.124362074349914,0.005657641165431586
0.5,100,1.0964608113924048,0.12861719390874365,0.0014025223111921751
1,100,1.096460811392405,0.1286172323233758,0.0014024838965557313
5,100,-1.3369315772533265e+72,-1.857234780657157e+87,-1.857234780657157e+87
10,100,-9.448068818382014e+104,-1.3061206571858763e+120,-1.3061206571858766e+120
2,100,-7.109635676776673e+22,-1.0425447333408772e+38,-1.0425447333408768e+38
